date,supplier,delivery_mode,amount,purchase_reference,user_account
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,4250.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,2600.0,1,REPORTS
2024-02-20,STARMAN ELECTRICALS,INVOICE,1600.0,1,REPORTS
2024-02-20,STARMAN ELECTRICALS,INVOICE,9600.0,1,REPORTS
2024-02-20,TECHNODINE ELECTICAL,INVOICE,15800.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,3200.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,2240.0,1,REPORTS
2024-02-20,BARAKA POWER ELECTRICALS LTD,INVOICE,13600.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,5200.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,5852.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,3900.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,1600.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,16000.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,1300.0,1,REPORTS
2024-02-20,PREMISEKEY ELECTRICALS,INVOICE,8600.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,720.0,1,REPORTS
2024-02-20,KAGAA ELECTRICALS,INVOICE,1400.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,15000.0,1,REPORTS
2024-02-20,CASH PURCHASE,CASH SALE RECEIPT,2000.0,1,REPORTS
2024-02-21,PUSIMO ELECTRICALS,INVOICE,7000.0,1,VIVIEN
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,9000.0,1,VIVIEN
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,8000.0,1,VIVIEN
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,1200.0,1,VIVIEN
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,4250.0,1,VIVIEN
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,1320.0,1,REPORTS
2024-02-21,ELECTRIC LINK PAN AFRICA RR,INVOICE,114144.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,1300.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,7600.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,150.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,5200.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,4300.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,6500.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,19008.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,3400.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,1440.0,1,REPORTS
2024-02-21,MIMI ELECTRICALS,INVOICE,2250.0,1,REPORTS
2024-02-21,PUSIMO ELECTRICALS,INVOICE,1600.0,1,REPORTS
2024-02-21,SOLARMAX,INVOICE,9600.0,1,REPORTS
2024-02-21,PARADISE ELECTRICALS,INVOICE,7950.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,1000.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,800.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,4800.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,4500.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,18000.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,1600.0,1,REPORTS
2024-02-21,BIGTECH CCTV,INVOICE,16000.0,1,REPORTS
2024-02-21,PONTY POOL ENTERPRISES,INVOICE,2800.0,1,REPORTS
2024-02-21,KAGAA ELECTRICALS,INVOICE,600.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,2760.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,5000.0,1,REPORTS
2024-02-21,EDGE ELECTRONICS,INVOICE,15000.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,3330.0,1,REPORTS
2024-02-21,PREMISEKEY ELECTRICALS,INVOICE,1650.0,1,REPORTS
2024-02-21,PREMISEKEY ELECTRICALS,INVOICE,15200.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,8700.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,11546.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,10800.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,7000.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,1250.0,1,REPORTS
2024-02-21,CASH PURCHASE,CASH SALE RECEIPT,11250.0,1,REPORTS
2024-02-22,SOLARMAX,INVOICE,43000.0,1,REPORTS
2024-02-22,GACHIMA GENERAL MERCHANTS,INVOICE,9000.0,1,REPORTS
2024-02-22,DTF LIMITED,INVOICE,6500.0,1,REPORTS
2024-02-22,JOY E-STAR ELECTRONICS,INVOICE,7860.0,1,REPORTS
2024-02-22,MARKSY ELECTRICALS,CASH SALE RECEIPT,800.0,1,REPORTS
2024-02-22,SHASTEC ENTERPRISES ELEC,INVOICE,900.0,1,REPORTS
2024-02-22,SOLARMAX,INVOICE,18800.0,1,REPORTS
2024-02-22,GLOBAL RIM CO.LTD SOLARPEX,INVOICE,13000.0,1,REPORTS
2024-02-22,PONTY POOL ENTERPRISES,INVOICE,6000.0,1,REPORTS
2024-02-22,ALEXIS,INVOICE,4800.0,1,REPORTS
2024-02-22,SMART JOMES ENTERPRISE,INVOICE,9000.0,1,REPORTS
2024-02-22,SMART JOMES ENTERPRISE,INVOICE,8600.0,1,REPORTS
2024-02-22,PREMIER TRADING COMPANY,INVOICE,34000.0,1,REPORTS
2024-02-22,LUMMY GLOW ELECTRONICALS,INVOICE,2600.0,1,REPORTS
2024-02-22,AFRILIGHT ELECTRICALS,INVOICE,13200.0,1,REPORTS
2024-02-22,PUSIMO ELECTRICALS,INVOICE,5250.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,4400.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,5400.0,1,REPORTS
2024-02-22,STANDARD CABLE CO.LTD,INVOICE,166500.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,3200.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,9100.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,1320.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,7700.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,150.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,9900.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,3600.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,6000.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,5600.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,16700.0,1,REPORTS
2024-02-22,BETTER POWER ELECTRONICS,INVOICE,20000.0,1,REPORTS
2024-02-22,MAKAFULI LOCKS AND GENERAL,INVOICE,3210.0,1,REPORTS
2024-02-22,FAME LIGHTING,INVOICE,160800.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,4500.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,9000.0,1,REPORTS
2024-02-22,GLORIA NEELUX,INVOICE,42000.0,1,REPORTS
2024-02-22,MIMI ELECTRICALS,INVOICE,10000.0,1,REPORTS
2024-02-22,BARAKA POWER ELECTRICALS LTD,CASH SALE RECEIPT,5200.0,1,REPORTS
2024-02-22,FLONY ENTERPRISES,INVOICE,3220.0,1,REPORTS
2024-02-22,ZODIAC ELECTRIC,INVOICE,6000.0,1,REPORTS
2024-02-22,FAHANIM ELECTRICALS LTD,INVOICE,2000.0,1,REPORTS
2024-02-22,SPECTRA TECHNOLOGIES,INVOICE,5000.0,1,REPORTS
2024-02-22,JASHI ELECTRICALS,INVOICE,18000.0,1,REPORTS
2024-02-22,CASH PURCHASE,CASH SALE RECEIPT,7500.0,1,REPORTS
2024-02-22,BARAKA POWER ELECTRICALS LTD,INVOICE,38400.0,1,REPORTS
2024-02-23,COUSIN ENTERPRISES,INVOICE,5400.0,1,REPORTS
2024-02-23,MAKAFULI LOCKS AND GENERAL,INVOICE,12640.0,1,REPORTS
2024-02-23,SALUTE,INVOICE,3200.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,600.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,480.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,3750.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,880.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,4500.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,240.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,10000.0,1,REPORTS
2024-02-23,PURE POWER ELECTRICALS LTD,INVOICE,16875.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,1000.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,3600.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,800.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,700.0,1,REPORTS
2024-02-23,PUSIMO ELECTRICALS,INVOICE,6500.0,1,REPORTS
2024-02-23,MIMI ELECTRICALS,INVOICE,3000.0,1,REPORTS
2024-02-23,MAKAFULI LOCKS AND GENERAL,INVOICE,1280.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,1800.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,11000.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,9000.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,1200.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,10500.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,560.0,1,REPORTS
2024-02-23,ELECTRIC LINK PAN AFRICA RR,INVOICE,42688.0,1,REPORTS
2024-02-23,KAGAA ELECTRICALS,INVOICE,300.0,1,REPORTS
2024-02-23,SHASTEC ENTERPRISES ELEC,INVOICE,840.0,`1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,8500.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,15000.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,13860.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,1600.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,3192.0,1,REPORTS
2024-02-23,MEWA,INVOICE,198900.0,1,REPORTS
2024-02-23,CASH PURCHASE,CASH SALE RECEIPT,6500.0,1,REPORTS
2024-02-24,MAKAFULI LOCKS AND GENERAL,INVOICE,3960.0,1,ROBERT
2024-02-24,SMART JOMES ENTERPRISE,INVOICE,3000.0,1,ROBERT
2024-02-24,HOPE G ELECTRONICS,INVOICE,15500.0,1,ROBERT
2024-02-24,CARL AND GILBERT,INVOICE,4800.0,1,ROBERT
2024-02-24,PERISTER,INVOICE,10000.0,1,ROBERT
2024-02-24,GLOBAL RIM CO.LTD SOLARPEX,INVOICE,33000.0,1,ROBERT
2024-02-24,KAGAA ELECTRICALS,INVOICE,24000.0,1,ROBERT
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,7000.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,8500.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,3250.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,600.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,4000.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,2200.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,350.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,1800.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,12800.0,1,REPORTS
2024-02-24,MOONLIGHT ELECTRICAL SALES,INVOICE,17320.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,3230.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,5000.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,3570.0,1,REPORTS
2024-02-24,STARMAN ELECTRICALS,INVOICE,1500.0,1,REPORTS
2024-02-24,SMART JOMES ENTERPRISE,INVOICE,5000.0,1,REPORTS
2024-02-24,MEDLOCK ELECTRICAL LIMITED,INVOICE,6000.0,1,REPORTS
2024-02-24,KAGAA ELECTRICALS,INVOICE,6750.0,1,REPORTS
2024-02-24,ALLTOP ELECTRONICS,INVOICE,80750.0,1,REPORTS
2024-02-24,COUSIN ENTERPRISES,INVOICE,50000.0,1,REPORTS
2024-02-24,NLESH SUPPLIERS,INVOICE,3800.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,9900.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,5150.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,2760.0,1,REPORTS
2024-02-24,GLOBAL RIM CO.LTD SOLARPEX,INVOICE,42000.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,3200.0,1,REPORTS
2024-02-24,JOY E-STAR ELECTRONICS,INVOICE,7500.0,1,REPORTS
2024-02-24,JOY E-STAR ELECTRONICS,INVOICE,3200.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,1670.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,3920.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,2250.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,5500.0,1,REPORTS
2024-02-24,CASH PURCHASE,CASH SALE RECEIPT,8700.0,1,REPORTS
2024-02-26,LUMMY GLOW ELECTRONICALS,INVOICE,250.0,1,ROBERT
2024-02-26,JOY E-STAR ELECTRONICS,INVOICE,1700.0,1,ROBERT
2024-02-26,ZODIAC ELECTRIC,INVOICE,700.0,1,ROBERT
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,3300.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,2750.0,1,REPORTS
2024-02-26,POWERMAX ELECTRICALS,INVOICE,3000.0,1,REPORTS
2024-02-26,STARWORLD TECHNOLOGY LTD,INVOICE,31000.0,1,REPORTS
2024-02-26,AVENA ELECTRICALS,INVOICE,3300.0,1,VIVIEN
2024-02-26,HAGISU,INVOICE,4260.0,1,VIVIEN
2024-02-26,DIGITAL ELECTRONICS,INVOICE,870.0,1,ROBERT
2024-02-26,FIT AND LIGHT ELECTRIC,INVOICE,12000.0,1,ROBERT
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,600.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,900.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,3500.0,1,VIVIEN
2024-02-26,KAGAA ELECTRICALS,INVOICE,3200.0,1,ROBERT
2024-02-26,KAGAA ELECTRICALS,INVOICE,1950.0,1,ROBERT
2024-02-26,COUSIN ENTERPRISES,INVOICE,8000.0,1,VIVIEN
2024-02-26,COUSIN ENTERPRISES,INVOICE,8800.0,1,VIVIEN
2024-02-26,MOONTEK,INVOICE,15300.0,1,ROBERT
2024-02-26,CAROL,INVOICE,10500.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,5200.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,12000.0,1,VIVIEN
2024-02-26,SUPA BARGAIN AGENCIES,INVOICE,7750.0,1,ROBERT
2024-02-26,AUGUSTINE SUPPLIERS,INVOICE,139200.0,1,ROBERT
2024-02-26,POWERMAX ELECTRICALS,INVOICE,660.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,20400.0,`1,REPORTS
2024-02-26,JAPA HARDWARE,INVOICE,8280.0,1,REPORTS
2024-02-26,AUGUSTINE SUPPLIERS,INVOICE,144000.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,1200.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,150.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,51000.0,1,REPORTS
2024-02-26,GOLDENMAX,INVOICE,46000.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,2640.0,1,REPORTS
2024-02-26,BIGTECH CCTV,INVOICE,6500.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,4300.0,1,REPORTS
2024-02-26,PREMISEKEY ELECTRICALS,INVOICE,43200.0,1,REPORTS
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,7000.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,4000.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,2000.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,400.0,1,VIVIEN
2024-02-26,SMART JOMES ENTERPRISE,INVOICE,9000.0,1,ROBERT
2024-02-26,PONTY POOL ENTERPRISES,INVOICE,11400.0,1,ROBERT
2024-02-26,PONTY POOL ENTERPRISES,INVOICE,22000.0,1,ROBERT
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,8700.0,1,VIVIEN
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,2660.0,1,VIVIEN
2024-02-26,HOPE G ELECTRONICS,INVOICE,86750.0,1,ROBERT
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,9450.0,1,VIVIEN
2024-02-26,SOLARMAX,INVOICE,25800.0,1,ROBERT
2024-02-26,CARL AND GILBERT,INVOICE,1500.0,1,ROBERT
2024-02-26,ZODIAC ELECTRIC,INVOICE,18200.0,1,ROBERT
2024-02-26,CASH PURCHASE,CASH SALE RECEIPT,7500.0,1,REPORTS
2024-02-27,STARMAN ELECTRICALS,INVOICE,6000.0,1,REPORTS
2024-02-27,BIGTECH CCTV,INVOICE,16800.0,1,REPORTS
2024-02-27,BIGTECH CCTV,INVOICE,1800.0,1,REPORTS
2024-02-27,BIGTECH CCTV,INVOICE,2800.0,1,REPORTS
2024-02-27,SUPA BARGAIN AGENCIES,INVOICE,9300.0,1,VIVIEN
2024-02-27,PUSIMO ELECTRICALS,INVOICE,2500.0,1,VIVIEN
2024-02-27,OPTONICA ELECTRALS,INVOICE,4300.0,1,VIVIEN
2024-02-27,ZODIAC ELECTRIC,INVOICE,18200.0,1,VIVIEN
2024-02-27,MERRYSONS LIMITED,INVOICE,5500.0,1,VIVIEN
2024-02-27,GACHIMA GENERAL MERCHANTS,INVOICE,5300.0,1,VIVIEN
2024-02-27,DIGITAL ELECTRONICS,INVOICE,8400.0,1,VIVIEN
2024-02-27,GLORIA NEELUX,INVOICE,5500.0,1,VIVIEN
2024-02-27,BIGTECH CCTV,INVOICE,13000.0,1,VIVIEN
2024-02-27,BIGTECH CCTV,INVOICE,15400.0,1,VIVIEN
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,20400.0,1,VIVIEN
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,5600.0,1,VIVIEN
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,5400.0,1,VIVIEN
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,2600.0,1,VIVIEN
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,6500.0,1,VIVIEN
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,800.0,1,VIVIEN
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,180000.0,1,VIVIEN
2024-02-27,DTF LIMITED,INVOICE,21150.0,1,ROBERT
2024-02-27,PUSIMO ELECTRICALS,INVOICE,11500.0,1,ROBERT
2024-02-27,MEWA,INVOICE,45750.0,1,VIVIEN
2024-02-27,BIGTECH CCTV,INVOICE,11000.0,1,VIVIEN
2024-02-27,ZODIAC ELECTRIC,INVOICE,7100.0,1,ROBERT
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,8400.0,1,VIVIEN
2024-02-27,KAGAA ELECTRICALS,INVOICE,7200.0,1,REPORTS
2024-02-27,SOLARMAX,INVOICE,28000.0,1,ROBERT
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,2920.0,1,REPORTS
2024-02-27,DTF LIMITED,INVOICE,33250.0,1,REPORTS
2024-02-27,SHILL ELECTRICALS,INVOICE,10400.0,1,ROBERT
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,11100.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,15000.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,10000.0,1,REPORTS
2024-02-27,HOPE G ELECTRONICS,INVOICE,6500.0,1,ROBERT
2024-02-27,POWERCARE LIMITED,INVOICE,8500.0,1,REPORTS
2024-02-27,STARMAN ELECTRICALS,INVOICE,1300.0,1,REPORTS
2024-02-27,JOY E-STAR ELECTRONICS,INVOICE,10200.0,1,REPORTS
2024-02-27,GLORIA NEELUX,INVOICE,8750.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,11000.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,1000.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,6150.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,8000.0,1,REPORTS
2024-02-27,AUGUSTINE SUPPLIERS,INVOICE,33000.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,2040.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,46500.0,1,REPORTS
2024-02-27,DP LIGHT,INVOICE,137800.0,1,REPORTS
2024-02-27,EDGE ELECTRONICS,INVOICE,32000.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,6840.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,2400.0,1,REPORTS
2024-02-27,OPTONICA ELECTRALS,INVOICE,55500.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,700.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,2900.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,2000.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,6000.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,6600.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,150.0,1,REPORTS
2024-02-27,CASH PURCHASE,CASH SALE RECEIPT,9000.0,1,REPORTS
2024-02-28,GLORIA NEELUX,INVOICE,21000.0,1,ROBERT
2024-02-28,PRISCO ENTERPRISES,INVOICE,16500.0,1,ROBERT
2024-02-28,TORO AND CHANCHA TRADING LTD,INVOICE,17000.0,1,REPORTS
2024-02-28,CLEBE TECH ENTERPRISES LTD,INVOICE,6000.0,1,ROBERT
2024-02-28,SMART JOMES ENTERPRISE,INVOICE,60000.0,1,ROBERT
2024-02-28,STANDARD ELECTRICAL SALES &,INVOICE,8250.0,1,ROBERT
2024-02-28,LUMINIXE LIMITED,INVOICE,44000.0,1,ROBERT
2024-02-28,KAGAA ELECTRICALS,INVOICE,540.0,1,VIVIEN
2024-02-28,MEDLOCK ELECTRICAL LIMITED,INVOICE,10000.0,1,VIVIEN
2024-02-28,PRISCO ENTERPRISES,INVOICE,51000.0,1,VIVIEN
2024-02-28,PERISTER,INVOICE,23500.0,1,VIVIEN
2024-02-28,EVERREADY SUPPLIER,INVOICE,2400.0,1,REPORTS
2024-02-28,STARMAN ELECTRICALS,INVOICE,600.0,1,REPORTS
2024-02-28,DP LIGHT,INVOICE,40800.0,11,REPORTS
2024-02-28,POWERMAX ELECTRICALS,INVOICE,19000.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,4000.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,7500.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,1000.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,6800.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,4800.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,5000.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,1400.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,840.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,7200.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,10800.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,2800.0,1,REPORTS
2024-02-28,CASH PURCHASE,INVOICE,2200.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,8250.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,60.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,3000.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,1500.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,10600.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,34800.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,29000.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,5852.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,7000.0,1,REPORTS
2024-02-28,CASH PURCHASE,CASH SALE RECEIPT,16410.0,1,REPORTS
2024-02-28,LUMMY GLOW ELECTRONICALS,INVOICE,2500.0,1,REPORTS
2024-02-28,LUMMY GLOW ELECTRONICALS,INVOICE,9450.0,1,REPORTS
2024-02-28,PREMIER TRADING COMPANY,INVOICE,24250.0,1,ROBERT
2024-02-28,KETTLE SHOP,INVOICE,17700.0,1,ROBERT
2024-02-28,PURE POWER ELECTRICALS LTD,INVOICE,3500.0,1,ROBERT
2024-02-28,URBAN ROOTS ENTERPRISES,INVOICE,19300.0,1,ROBERT
2024-02-28,MERRYSONS LIMITED,INVOICE,38500.0,1,ROBERT
2024-02-28,SMART JOMES ENTERPRISE,INVOICE,3000.0,1,ROBERT
2024-02-28,SHASTEC ENTERPRISES ELEC,INVOICE,49800.0,1,ROBERT
2024-02-28,PERISTER,INVOICE,18000.0,1,ROBERT
